participant_id,rt_post_negative,rt_post_positive,rt_feedback_sensitivity,acc_post_negative,acc_post_positive,acc_feedback_sensitivity,adaptive_index,n_trials
tPxs1KmmX0ZKjHS9Nr63xoOPCRr2,2208.7333335876465,1561.774193548387,646.9591400392594,83.33333333333334,91.93548387096774,-8.602150537634401,-15.071741938026996,69
tv88wS5Nf6SjruozSmXJxQSmx6J3,3098.849999989782,1830.9454545487058,1267.9045454410764,57.14285714285714,89.39393939393939,-32.25108225108225,-44.930127705493014,81
u64Uf920g5VD9Byq26LT2rs5o4t1,2125.464705898481,1291.4977528097925,833.9669530886886,70.58823529411765,87.64044943820225,-17.0522141440846,-25.39188367497149,107
uM3kxG78g5ZtXtbAEzZyM4XFmaI3,4661.269230766939,1464.46086956539,3196.8083612015485,92.3076923076923,84.05797101449275,8.249721293199556,-23.718362318815927,83
v8nNKiWvPdcjiHXZci39OuFTY6M2,5316.515384614468,1836.8822580652852,3479.6331265491826,53.84615384615385,90.32258064516128,-36.476426799007434,-71.27275806449927,76
wdppvL4tIkVlGjou6aYzzjlaZXB2,1334.952702703357,1153.6867924532942,181.26591025006292,24.324324324324326,64.15094339622641,-39.82661907190209,-41.63927817440272,128
wkhxvE50megJGMA1EiROSZIJWNq1,2922.4181818183174,1451.8799999995874,1470.53818181873,50.0,84.61538461538461,-34.61538461538461,-49.32076643357191,88
xBGZhFOeypWnqzSQClkrwV9z2vF3,1861.442857142887,1139.711111111134,721.7317460317531,64.28571428571429,85.71428571428571,-21.428571428571416,-28.645888888888948,78
xHctBv4C2EU8rHYRouw0btT3GT02,2105.839999999944,1481.918840579702,623.9211594202422,60.0,84.05797101449275,-24.05797101449275,-30.297182608695174,90
xyAILKfYP2M8GqAai11x6NT7IcP2,2692.446153846068,1173.9104477611245,1518.5357060849433,61.53846153846154,89.55223880597015,-28.01377726750861,-43.19913432835804,81
y1EHXv8tUTa4BRS4fRio7bULYfA2,2314.4166666467986,1649.5644736980137,664.8521929487849,54.166666666666664,84.21052631578947,-30.0438596491228,-36.69238157861065,101
yatBVTBMCSMp0wJluOCLzTFKMyP2,2764.166666666822,1280.166666666836,1483.9999999999861,37.5,86.36363636363636,-48.86363636363636,-63.70363636363622,91
yfjd8LbAMrYeG54927d3GiKAyXI2,2600.821428571437,1218.2936507936397,1382.5277777777974,50.0,88.88888888888889,-38.888888888888886,-52.714166666666856,78
zw1w9FipI9RjJsuhHse6UZavBxs2,1551.588235294104,1162.2173913043605,389.37084398974343,88.23529411764706,83.69565217391305,4.539641943734011,0.6459335038365772,110
zxG9mUnF7uRkaOKSoCPsiRZzr372,3399.6111111243567,1595.4922077949946,1804.1189033293622,55.55555555555556,87.01298701298701,-31.457431457431454,-49.498620490725074,96
